,Series_reference,Data_value,STATUS
5618,BDCQ.SEA2SS,,R
5619,BDCQ.SEA2SS,,R
5620,BDCQ.SEA2SS,,R
5621,BDCQ.SEA2SS,,R
5622,BDCQ.SEA2SS,,R
5623,BDCQ.SEA2SS,,R
5624,BDCQ.SEA2SS,,R
5625,BDCQ.SEA2SS,,R
5626,BDCQ.SEA2SS,,R
5627,BDCQ.SEA2SS,,F
5628,BDCQ.SEA2SS,,F
5629,BDCQ.SEA2SS,,F
5630,BDCQ.SEA2ST,,C
5631,BDCQ.SEA2ST,,C
5632,BDCQ.SEA2ST,,C
5633,BDCQ.SEA2ST,,C
5634,BDCQ.SEA2ST,,C
5635,BDCQ.SEA2ST,,C
5636,BDCQ.SEA2ST,,C
5637,BDCQ.SEA2ST,,C
5638,BDCQ.SEA2ST,,C
5639,BDCQ.SEA2ST,,C
5640,BDCQ.SEA2ST,,C
5641,BDCQ.SEA2ST,,C
5642,BDCQ.SEA2ST,,C
5643,BDCQ.SEA2ST,,C
5644,BDCQ.SEA2ST,,C
5645,BDCQ.SEA2ST,,C
5646,BDCQ.SEA2ST,,C
5647,BDCQ.SEA2ST,,C
5648,BDCQ.SEA2ST,,C
5649,BDCQ.SEA2ST,,C
5650,BDCQ.SEA2ST,,C
5651,BDCQ.SEA2ST,,C
5652,BDCQ.SEA2ST,,C
5653,BDCQ.SEA2ST,,C
5654,BDCQ.SEA2ST,,C
5655,BDCQ.SEA2ST,,C
5656,BDCQ.SEA2ST,,C
5657,BDCQ.SEA2ST,,C
5658,BDCQ.SEA2ST,,C
5659,BDCQ.SEA2ST,,C
5660,BDCQ.SEA2ST,,C
5661,BDCQ.SEA2ST,,C
5662,BDCQ.SEA2ST,,C
5663,BDCQ.SEA2ST,,C
5664,BDCQ.SEA2ST,,C
5665,BDCQ.SEA2ST,,C
5666,BDCQ.SEA2ST,,C
5667,BDCQ.SEA2ST,,C
5668,BDCQ.SEA2ST,,C
5669,BDCQ.SEA2ZA,20722.44867,F
5670,BDCQ.SEA2ZA,20975.95247,F
5671,BDCQ.SEA2ZA,21944.57116,F
5672,BDCQ.SEA2ZA,21065.34542,F
5673,BDCQ.SEA2ZA,21731.67835,F
5674,BDCQ.SEA2ZA,21816.48762,F
5675,BDCQ.SEA2ZA,22997.31704,F
5676,BDCQ.SEA2ZA,21751.66934,F
5677,BDCQ.SEA2ZA,22563.33774,F
5678,BDCQ.SEA2ZA,22700.32521,F
5679,BDCQ.SEA2ZA,24264.7089,F
5680,BDCQ.SEA2ZA,22587.54401,F
5681,BDCQ.SEA2ZA,23744.66259,F
5682,BDCQ.SEA2ZA,24191.17297,F
5683,BDCQ.SEA2ZA,25541.32615,F
5684,BDCQ.SEA2ZA,23779.38164,F
5685,BDCQ.SEA2ZA,24965.06024,F
5686,BDCQ.SEA2ZA,25698.93771,F
5687,BDCQ.SEA2ZA,26393.57133,F
5688,BDCQ.SEA2ZA,25802.99249,F
5689,BDCQ.SEA2ZA,26295.07245,F
5690,BDCQ.SEA2ZA,26556.5594,F
5691,BDCQ.SEA2ZA,27806.66677,F
5692,BDCQ.SEA2ZA,26928.10839,F
5693,BDCQ.SEA2ZA,27929.29561,F
5694,BDCQ.SEA2ZA,28194.06958,F
5695,BDCQ.SEA2ZA,29809.74264,F
5696,BDCQ.SEA2ZA,28534.83701,F
5697,BDCQ.SEA2ZA,29755.00038,F
5698,BDCQ.SEA2ZA,30010.43282,F
5699,BDCQ.SEA2ZA,31968.57063,F
5700,BDCQ.SEA2ZA,29795.08794,F
5701,BDCQ.SEA2ZA,31494.84333,F
5702,BDCQ.SEA2ZA,31799.5785,F
5703,BDCQ.SEA2ZA,34468.44126,F
5704,BDCQ.SEA2ZA,31708.30942,F
5705,BDCQ.SEA2ZA,31739.08742,F
5706,BDCQ.SEA2ZA,33861.61923,R
5707,BDCQ.SEA2ZA,34422.46423,R
5708,BDCQ.SEA2ZA,34114.9939,R
5709,BDCQ.SEA2ZA,35452.10458,R
5710,BDCQ.SEA2ZA,36074.15491,R
5711,BDCQ.SEA2ZA,38193.4233,R
5712,BDCQ.SEA2ZA,37544.49646,R
5713,BDCQ.SEA2ZA,38772.32908,R
5714,BDCQ.SEA2ZA,39533.78078,R
5715,BDCQ.SEA2ZA,41068.3367,R
5716,BDCQ.SEA2ZA,40829.100296,F
5717,BDCQ.SEA2ZA,42229.846736,F
5718,BDCQ.SEA2ZA,43094.861639,F
5719,BDCQ.SEA2ZA,44959.655218,F
5720,BDCQ.SEA2ZA,43697.469574,F
5721,BDCQ.SEA2ZA,44384.493238,F
5722,BDCQ.SEA2ZS,,R
5723,BDCQ.SEA2ZS,,R
5724,BDCQ.SEA2ZS,,R
5725,BDCQ.SEA2ZS,,R
5726,BDCQ.SEA2ZS,,R
5727,BDCQ.SEA2ZS,,R
5728,BDCQ.SEA2ZS,,R
5729,BDCQ.SEA2ZS,,R
5730,BDCQ.SEA2ZS,,R
5731,BDCQ.SEA2ZS,,R
5732,BDCQ.SEA2ZS,,R
5733,BDCQ.SEA2ZS,,R
5734,BDCQ.SEA2ZS,,R
5735,BDCQ.SEA2ZS,,R
5736,BDCQ.SEA2ZS,,R
5737,BDCQ.SEA2ZS,,R
5738,BDCQ.SEA2ZS,,R
5739,BDCQ.SEA2ZS,,R
5740,BDCQ.SEA2ZS,,R
5741,BDCQ.SEA2ZS,,R
5742,BDCQ.SEA2ZS,,R
5743,BDCQ.SEA2ZS,,R
5744,BDCQ.SEA2ZS,,R
5745,BDCQ.SEA2ZS,,R
5746,BDCQ.SEA2ZS,,R
5747,BDCQ.SEA2ZS,,R
5748,BDCQ.SEA2ZS,,R
5749,BDCQ.SEA2ZS,,R
5750,BDCQ.SEA2ZS,,R
5751,BDCQ.SEA2ZS,,R
5752,BDCQ.SEA2ZS,,R
5753,BDCQ.SEA2ZS,,R
5754,BDCQ.SEA2ZS,,R
5755,BDCQ.SEA2ZS,,R
5756,BDCQ.SEA2ZS,,R
5757,BDCQ.SEA2ZS,,R
5758,BDCQ.SEA2ZS,,F
5759,BDCQ.SEA2ZS,,F
5760,BDCQ.SEA2ZS,,F
5761,BDCQ.SEA2ZT,,C
5762,BDCQ.SEA2ZT,,C
5763,BDCQ.SEA2ZT,,C
5764,BDCQ.SEA2ZT,,C
5765,BDCQ.SEA2ZT,,C
5766,BDCQ.SEA2ZT,,C
5767,BDCQ.SEA2ZT,,C
5768,BDCQ.SEA2ZT,,C
5769,BDCQ.SEA2ZT,,C
5770,BDCQ.SEA2ZT,,C
5771,BDCQ.SEA2ZT,,C
5772,BDCQ.SEA2ZT,,C
5773,BDCQ.SEA2ZT,,C
5774,BDCQ.SEA2ZT,,C
5775,BDCQ.SEA2ZT,,C
5776,BDCQ.SEA2ZT,,C
5777,BDCQ.SEA2ZT,,C
5778,BDCQ.SEA2ZT,,C
5779,BDCQ.SEA2ZT,,C
5780,BDCQ.SEA2ZT,,C
5781,BDCQ.SEA2ZT,,C
5782,BDCQ.SEA2ZT,,C
5783,BDCQ.SEA2ZT,,C
5784,BDCQ.SEA2ZT,,C
5785,BDCQ.SEA2ZT,,C
5786,BDCQ.SEA2ZT,,C
5787,BDCQ.SEA2ZT,,C
5788,BDCQ.SEA2ZT,,C
5789,BDCQ.SEA2ZT,,C
5790,BDCQ.SEA2ZT,,C
5791,BDCQ.SEA2ZT,,C
5792,BDCQ.SEA2ZT,,C
5793,BDCQ.SEA2ZT,,C
5794,BDCQ.SEA2ZT,,C
5795,BDCQ.SEA2ZT,,C
5796,BDCQ.SEA2ZT,,C
5797,BDCQ.SEA2ZT,,C
5798,BDCQ.SEA2ZT,,C
5799,BDCQ.SEA2ZT,,C
5800,BDCQ.SEB1X1A,861368.0,F
5801,BDCQ.SEB1X1A,858181.0,F
5802,BDCQ.SEB1X1A,873957.0,F
5803,BDCQ.SEB1X1A,873443.0,F
5804,BDCQ.SEB1X1A,878354.0,F
5805,BDCQ.SEB1X1A,866769.0,F
5806,BDCQ.SEB1X1A,885214.0,F
5807,BDCQ.SEB1X1A,889853.0,F
5808,BDCQ.SEB1X1A,895586.0,F
5809,BDCQ.SEB1X1A,886749.0,F
5810,BDCQ.SEB1X1A,911181.0,F
5811,BDCQ.SEB1X1A,916827.0,F
5812,BDCQ.SEB1X1A,919513.0,F
5813,BDCQ.SEB1X1A,914889.0,F
5814,BDCQ.SEB1X1A,938035.0,F
5815,BDCQ.SEB1X1A,944717.0,F
5816,BDCQ.SEB1X1A,949211.0,F
5817,BDCQ.SEB1X1A,939280.0,F
5818,BDCQ.SEB1X1A,961417.0,F
5819,BDCQ.SEB1X1A,969242.0,F
5820,BDCQ.SEB1X1A,976839.0,F
5821,BDCQ.SEB1X1A,968714.0,F
5822,BDCQ.SEB1X1A,992838.0,F
5823,BDCQ.SEB1X1A,1000650.0,F
5824,BDCQ.SEB1X1A,1012407.0,F
5825,BDCQ.SEB1X1A,1002611.0,F
5826,BDCQ.SEB1X1A,1025975.0,F
5827,BDCQ.SEB1X1A,1032203.0,F
5828,BDCQ.SEB1X1A,1034382.0,F
5829,BDCQ.SEB1X1A,1017244.0,F
5830,BDCQ.SEB1X1A,1044370.0,F
5831,BDCQ.SEB1X1A,1051851.0,F
5832,BDCQ.SEB1X1A,1054335.0,F
5833,BDCQ.SEB1X1A,1042170.0,F
5834,BDCQ.SEB1X1A,1071084.0,F
5835,BDCQ.SEB1X1A,1071913.0,F
5836,BDCQ.SEB1X1A,1067482.0,F
5837,BDCQ.SEB1X1A,1058158.0,R
5838,BDCQ.SEB1X1A,1072363.0,R
5839,BDCQ.SEB1X1A,1073005.0,R
5840,BDCQ.SEB1X1A,1083613.0,R
5841,BDCQ.SEB1X1A,1082720.0,R
5842,BDCQ.SEB1X1A,1109049.0,R
5843,BDCQ.SEB1X1A,1104515.0,R
5844,BDCQ.SEB1X1A,1108539.0,R
5845,BDCQ.SEB1X1A,1102742.0,R
5846,BDCQ.SEB1X1A,1122120.0,R
5847,BDCQ.SEB1X1A,1128326.0,F
5848,BDCQ.SEB1X1A,1145082.0,F
5849,BDCQ.SEB1X1A,1138292.0,F
5850,BDCQ.SEB1X1A,1158178.0,F
5851,BDCQ.SEB1X1A,1153803.0,F
5852,BDCQ.SEB1X1A,1149415.0,F
5853,BDCQ.SEB1X2A,865507.0,F
5854,BDCQ.SEB1X2A,866932.0,F
5855,BDCQ.SEB1X2A,881069.0,F
5856,BDCQ.SEB1X2A,855472.0,F
5857,BDCQ.SEB1X2A,878971.0,F
5858,BDCQ.SEB1X2A,870937.0,F
5859,BDCQ.SEB1X2A,883946.0,F
5860,BDCQ.SEB1X2A,867438.0,F
5861,BDCQ.SEB1X2A,892765.0,F
5862,BDCQ.SEB1X2A,886290.0,F
5863,BDCQ.SEB1X2A,903759.0,F
5864,BDCQ.SEB1X2A,887024.0,F
5865,BDCQ.SEB1X2A,908728.0,F
5866,BDCQ.SEB1X2A,908194.0,F
5867,BDCQ.SEB1X2A,924547.0,F
5868,BDCQ.SEB1X2A,906837.0,F
5869,BDCQ.SEB1X2A,931761.0,F
5870,BDCQ.SEB1X2A,924596.0,F
5871,BDCQ.SEB1X2A,944175.0,F
5872,BDCQ.SEB1X2A,927767.0,F
5873,BDCQ.SEB1X2A,954934.0,F
5874,BDCQ.SEB1X2A,951510.0,F
5875,BDCQ.SEB1X2A,972194.0,F
5876,BDCQ.SEB1X2A,956291.0,F
5877,BDCQ.SEB1X2A,987106.0,F
5878,BDCQ.SEB1X2A,982813.0,F
5879,BDCQ.SEB1X2A,1004491.0,F
5880,BDCQ.SEB1X2A,995135.0,F
5881,BDCQ.SEB1X2A,1012132.0,F
5882,BDCQ.SEB1X2A,1002817.0,F
5883,BDCQ.SEB1X2A,1030271.0,F
5884,BDCQ.SEB1X2A,1023269.0,F
5885,BDCQ.SEB1X2A,1039774.0,F
5886,BDCQ.SEB1X2A,1033985.0,F
5887,BDCQ.SEB1X2A,1063632.0,F
5888,BDCQ.SEB1X2A,1052938.0,F
5889,BDCQ.SEB1X2A,1043070.0,F
5890,BDCQ.SEB1X2A,1042356.0,R
5891,BDCQ.SEB1X2A,1065316.0,R
5892,BDCQ.SEB1X2A,1053825.0,R
5893,BDCQ.SEB1X2A,1074313.0,R
5894,BDCQ.SEB1X2A,1081244.0,R
5895,BDCQ.SEB1X2A,1106756.0,R
5896,BDCQ.SEB1X2A,1091654.0,R
5897,BDCQ.SEB1X2A,1100405.0,R
5898,BDCQ.SEB1X2A,1106597.0,R
5899,BDCQ.SEB1X2A,1134332.0,R
5900,BDCQ.SEB1X2A,1129525.0,F
5901,BDCQ.SEB1X2A,1144917.0,F
5902,BDCQ.SEB1X2A,1138099.0,F
5903,BDCQ.SEB1X2A,1163117.0,F
5904,BDCQ.SEB1X2A,1149856.0,F
5905,BDCQ.SEB1X2A,1149828.0,F
5906,BDCQ.SEB2X1A,12238.81794,F
5907,BDCQ.SEB2X1A,12447.81747,F
5908,BDCQ.SEB2X1A,12944.22723,F
5909,BDCQ.SEB2X1A,12536.7914,F
5910,BDCQ.SEB2X1A,12858.28269,F
5911,BDCQ.SEB2X1A,12980.62518,F
5912,BDCQ.SEB2X1A,13620.7773,F
5913,BDCQ.SEB2X1A,12986.04037,F
5914,BDCQ.SEB2X1A,13373.08564,F
5915,BDCQ.SEB2X1A,13524.29815,F
5916,BDCQ.SEB2X1A,14393.72603,F
5917,BDCQ.SEB2X1A,13521.21487,F
5918,BDCQ.SEB2X1A,14100.5991,F
5919,BDCQ.SEB2X1A,14438.72042,F
5920,BDCQ.SEB2X1A,15156.17415,F
5921,BDCQ.SEB2X1A,14236.92615,F
5922,BDCQ.SEB2X1A,14829.61226,F
5923,BDCQ.SEB2X1A,15262.31345,F
5924,BDCQ.SEB2X1A,15687.31896,F
5925,BDCQ.SEB2X1A,15323.72715,F
5926,BDCQ.SEB2X1A,15662.54143,F
5927,BDCQ.SEB2X1A,15734.43383,F
5928,BDCQ.SEB2X1A,16466.5692,F
5929,BDCQ.SEB2X1A,16024.18787,F
5930,BDCQ.SEB2X1A,16614.14849,F
5931,BDCQ.SEB2X1A,16681.54894,F
5932,BDCQ.SEB2X1A,17608.24145,F
5933,BDCQ.SEB2X1A,16924.59901,F
5934,BDCQ.SEB2X1A,17611.25775,F
5935,BDCQ.SEB2X1A,17648.33966,F
5936,BDCQ.SEB2X1A,18735.53373,F
5937,BDCQ.SEB2X1A,17581.85879,F
5938,BDCQ.SEB2X1A,18491.24023,F
5939,BDCQ.SEB2X1A,18533.60153,F
5940,BDCQ.SEB2X1A,20066.90545,F
5941,BDCQ.SEB2X1A,18539.15754,F
5942,BDCQ.SEB2X1A,18336.39962,F
5943,BDCQ.SEB2X1A,19564.79048,R
5944,BDCQ.SEB2X1A,19860.00266,R
5945,BDCQ.SEB2X1A,19895.47821,R
5946,BDCQ.SEB2X1A,20428.41422,R
5947,BDCQ.SEB2X1A,20743.7229,R
5948,BDCQ.SEB2X1A,21820.13215,R
5949,BDCQ.SEB2X1A,21701.72142,R
5950,BDCQ.SEB2X1A,22280.27663,R
5951,BDCQ.SEB2X1A,22665.09023,R
5952,BDCQ.SEB2X1A,23352.49076,R
5953,BDCQ.SEB2X1A,23180.510523,F
5954,BDCQ.SEB2X1A,24075.946243,F
5955,BDCQ.SEB2X1A,24313.674455,F
5956,BDCQ.SEB2X1A,25123.999893,F
5957,BDCQ.SEB2X1A,24628.66311,F
5958,BDCQ.SEB2X1A,24903.451935,F
5959,BDCQ.SEB2X2A,8483.65229,F
5960,BDCQ.SEB2X2A,8528.135007,F
5961,BDCQ.SEB2X2A,9000.343929,F
5962,BDCQ.SEB2X2A,8528.554026,F
5963,BDCQ.SEB2X2A,8873.395656,F
5964,BDCQ.SEB2X2A,8835.862448,F
5965,BDCQ.SEB2X2A,9376.539744,F
5966,BDCQ.SEB2X2A,8765.628968,F
5967,BDCQ.SEB2X2A,9190.252103,F
5968,BDCQ.SEB2X2A,9176.027061,F
5969,BDCQ.SEB2X2A,9870.982869,F
5970,BDCQ.SEB2X2A,9066.329143,F
5971,BDCQ.SEB2X2A,9644.063494,F
5972,BDCQ.SEB2X2A,9752.452549,F
5973,BDCQ.SEB2X2A,10385.152,F
5974,BDCQ.SEB2X2A,9542.455488,F
5975,BDCQ.SEB2X2A,10135.44798,F
5976,BDCQ.SEB2X2A,10436.62426,F
5977,BDCQ.SEB2X2A,10706.25237,F
5978,BDCQ.SEB2X2A,10479.26534,F
5979,BDCQ.SEB2X2A,10632.53103,F
5980,BDCQ.SEB2X2A,10822.12558,F
5981,BDCQ.SEB2X2A,11340.09758,F
5982,BDCQ.SEB2X2A,10903.92052,F
5983,BDCQ.SEB2X2A,11315.14712,F
5984,BDCQ.SEB2X2A,11512.52064,F
5985,BDCQ.SEB2X2A,12201.50119,F
5986,BDCQ.SEB2X2A,11610.238,F
5987,BDCQ.SEB2X2A,12143.74264,F
5988,BDCQ.SEB2X2A,12362.09315,F
5989,BDCQ.SEB2X2A,13233.0369,F
5990,BDCQ.SEB2X2A,12213.22915,F
5991,BDCQ.SEB2X2A,13003.6031,F
5992,BDCQ.SEB2X2A,13265.97697,F
5993,BDCQ.SEB2X2A,14401.53581,F
5994,BDCQ.SEB2X2A,13169.15188,F
5995,BDCQ.SEB2X2A,13402.6878,F
5996,BDCQ.SEB2X2A,14296.82875,R
5997,BDCQ.SEB2X2A,14562.46157,R
5998,BDCQ.SEB2X2A,14219.51569,R
5999,BDCQ.SEB2X2A,15023.69036,R
6000,BDCQ.SEB2X2A,15330.43201,R
6001,BDCQ.SEB2X2A,16373.29114,R
6002,BDCQ.SEB2X2A,15842.77505,R
6003,BDCQ.SEB2X2A,16492.05245,R
6004,BDCQ.SEB2X2A,16868.69055,R
6005,BDCQ.SEB2X2A,17715.84594,R
6006,BDCQ.SEB2X2A,17648.589772,F
6007,BDCQ.SEB2X2A,18153.900493,F
6008,BDCQ.SEB2X2A,18781.187183,F
6009,BDCQ.SEB2X2A,19835.655325,F
6010,BDCQ.SEB2X2A,19068.806463,F
6011,BDCQ.SEB2X2A,19481.041303,F
6012,BDCQ.SEC1AAA,98572.0,F
6013,BDCQ.SEC1AAA,97169.0,F
6014,BDCQ.SEC1AAA,104510.0,F
6015,BDCQ.SEC1AAA,103528.0,F
6016,BDCQ.SEC1AAA,96478.0,F
6017,BDCQ.SEC1AAA,93718.0,F
6018,BDCQ.SEC1AAA,103220.0,F
6019,BDCQ.SEC1AAA,102941.0,F
6020,BDCQ.SEC1AAA,96945.0,F
6021,BDCQ.SEC1AAA,94908.0,F
6022,BDCQ.SEC1AAA,105989.0,F
6023,BDCQ.SEC1AAA,105637.0,F
6024,BDCQ.SEC1AAA,98159.0,F
6025,BDCQ.SEC1AAA,95968.0,F
6026,BDCQ.SEC1AAA,107372.0,F
6027,BDCQ.SEC1AAA,107673.0,F
6028,BDCQ.SEC1AAA,99645.0,F
6029,BDCQ.SEC1AAA,96492.0,F
6030,BDCQ.SEC1AAA,107725.0,F
6031,BDCQ.SEC1AAA,108723.0,F
6032,BDCQ.SEC1AAA,101046.0,F
6033,BDCQ.SEC1AAA,98824.0,F
6034,BDCQ.SEC1AAA,111934.0,F
6035,BDCQ.SEC1AAA,114153.0,F
6036,BDCQ.SEC1AAA,107007.0,F
6037,BDCQ.SEC1AAA,104254.0,F
6038,BDCQ.SEC1AAA,118387.0,F
6039,BDCQ.SEC1AAA,119059.0,F
6040,BDCQ.SEC1AAA,111495.0,F
6041,BDCQ.SEC1AAA,107851.0,F
6042,BDCQ.SEC1AAA,123638.0,F
6043,BDCQ.SEC1AAA,123029.0,F
6044,BDCQ.SEC1AAA,114674.0,F
6045,BDCQ.SEC1AAA,108823.0,F
6046,BDCQ.SEC1AAA,124394.0,F
6047,BDCQ.SEC1AAA,119917.0,F
6048,BDCQ.SEC1AAA,104960.0,F
6049,BDCQ.SEC1AAA,101225.0,R
6050,BDCQ.SEC1AAA,117032.0,R
6051,BDCQ.SEC1AAA,114339.0,R
6052,BDCQ.SEC1AAA,112667.0,R
6053,BDCQ.SEC1AAA,116848.0,R
6054,BDCQ.SEC1AAA,135062.0,R
6055,BDCQ.SEC1AAA,133692.0,R
6056,BDCQ.SEC1AAA,132219.0,R
6057,BDCQ.SEC1AAA,136985.0,R
6058,BDCQ.SEC1AAA,157448.0,R
6059,BDCQ.SEC1AAA,150425.0,F
6060,BDCQ.SEC1AAA,141576.0,F
6061,BDCQ.SEC1AAA,136545.0,F
6062,BDCQ.SEC1AAA,145760.0,F
6063,BDCQ.SEC1AAA,136894.0,F
6064,BDCQ.SEC1AAA,125731.0,F
6065,BDCQ.SEC1ABA,191834.0,F
6066,BDCQ.SEC1ABA,192629.0,F
6067,BDCQ.SEC1ABA,198934.0,F
6068,BDCQ.SEC1ABA,198938.0,F
6069,BDCQ.SEC1ABA,199166.0,F
6070,BDCQ.SEC1ABA,195687.0,F
6071,BDCQ.SEC1ABA,202390.0,F
6072,BDCQ.SEC1ABA,203575.0,F
6073,BDCQ.SEC1ABA,204080.0,F
6074,BDCQ.SEC1ABA,202463.0,F
6075,BDCQ.SEC1ABA,210604.0,F
6076,BDCQ.SEC1ABA,211926.0,F
6077,BDCQ.SEC1ABA,210850.0,F
6078,BDCQ.SEC1ABA,209088.0,F
6079,BDCQ.SEC1ABA,217495.0,F
6080,BDCQ.SEC1ABA,219759.0,F
6081,BDCQ.SEC1ABA,219818.0,F
6082,BDCQ.SEC1ABA,215737.0,F
6083,BDCQ.SEC1ABA,223694.0,F
6084,BDCQ.SEC1ABA,225356.0,F
6085,BDCQ.SEC1ABA,225409.0,F
6086,BDCQ.SEC1ABA,221612.0,F
6087,BDCQ.SEC1ABA,229539.0,F
6088,BDCQ.SEC1ABA,230937.0,F
6089,BDCQ.SEC1ABA,231923.0,F
6090,BDCQ.SEC1ABA,226136.0,F
6091,BDCQ.SEC1ABA,233452.0,F
6092,BDCQ.SEC1ABA,233194.0,F
6093,BDCQ.SEC1ABA,230208.0,F
6094,BDCQ.SEC1ABA,222442.0,F
6095,BDCQ.SEC1ABA,231384.0,F
6096,BDCQ.SEC1ABA,231525.0,F
6097,BDCQ.SEC1ABA,228801.0,F
6098,BDCQ.SEC1ABA,223050.0,F
6099,BDCQ.SEC1ABA,232543.0,F
6100,BDCQ.SEC1ABA,230723.0,F
6101,BDCQ.SEC1ABA,221702.0,F
6102,BDCQ.SEC1ABA,216364.0,R
6103,BDCQ.SEC1ABA,225537.0,R
6104,BDCQ.SEC1ABA,224718.0,R
6105,BDCQ.SEC1ABA,223926.0,R
6106,BDCQ.SEC1ABA,224698.0,R
6107,BDCQ.SEC1ABA,233749.0,R
6108,BDCQ.SEC1ABA,230260.0,R
6109,BDCQ.SEC1ABA,226473.0,R
6110,BDCQ.SEC1ABA,225389.0,R
6111,BDCQ.SEC1ABA,231524.0,R
6112,BDCQ.SEC1ABA,230284.0,F
6113,BDCQ.SEC1ABA,227528.0,F
6114,BDCQ.SEC1ABA,223535.0,F
6115,BDCQ.SEC1ABA,229060.0,F
6116,BDCQ.SEC1ABA,227171.0,F
6117,BDCQ.SEC1ABA,222203.0,F
6118,BDCQ.SEC1ACA,184750.0,F
6119,BDCQ.SEC1ACA,184718.0,F
6120,BDCQ.SEC1ACA,187528.0,F
6121,BDCQ.SEC1ACA,186153.0,F
6122,BDCQ.SEC1ACA,189526.0,F
6123,BDCQ.SEC1ACA,187395.0,F
6124,BDCQ.SEC1ACA,190611.0,F
6125,BDCQ.SEC1ACA,191748.0,F
6126,BDCQ.SEC1ACA,195696.0,F
6127,BDCQ.SEC1ACA,194938.0,F
6128,BDCQ.SEC1ACA,200495.0,F
6129,BDCQ.SEC1ACA,202118.0,F
6130,BDCQ.SEC1ACA,205884.0,F
6131,BDCQ.SEC1ACA,206505.0,F
6132,BDCQ.SEC1ACA,212177.0,F
6133,BDCQ.SEC1ACA,214770.0,F
6134,BDCQ.SEC1ACA,220136.0,F
6135,BDCQ.SEC1ACA,219367.0,F
6136,BDCQ.SEC1ACA,226962.0,F
6137,BDCQ.SEC1ACA,231328.0,F
6138,BDCQ.SEC1ACA,238269.0,F
6139,BDCQ.SEC1ACA,238568.0,F
6140,BDCQ.SEC1ACA,245420.0,F
6141,BDCQ.SEC1ACA,248658.0,F
6142,BDCQ.SEC1ACA,256003.0,F
6143,BDCQ.SEC1ACA,254462.0,F
6144,BDCQ.SEC1ACA,260404.0,F
6145,BDCQ.SEC1ACA,262398.0,F
6146,BDCQ.SEC1ACA,264763.0,F
6147,BDCQ.SEC1ACA,261091.0,F
6148,BDCQ.SEC1ACA,267887.0,F
6149,BDCQ.SEC1ACA,269675.0,F
6150,BDCQ.SEC1ACA,272204.0,F
6151,BDCQ.SEC1ACA,269156.0,F
6152,BDCQ.SEC1ACA,274204.0,F
6153,BDCQ.SEC1ACA,272869.0,F
6154,BDCQ.SEC1ACA,271431.0,F
6155,BDCQ.SEC1ACA,266836.0,R
6156,BDCQ.SEC1ACA,267632.0,R
6157,BDCQ.SEC1ACA,265338.0,R
6158,BDCQ.SEC1ACA,267221.0,R
6159,BDCQ.SEC1ACA,265268.0,R
6160,BDCQ.SEC1ACA,267129.0,R
6161,BDCQ.SEC1ACA,261241.0,R
6162,BDCQ.SEC1ACA,259811.0,R
6163,BDCQ.SEC1ACA,256253.0,R
6164,BDCQ.SEC1ACA,257764.0,R
6165,BDCQ.SEC1ACA,257505.0,F
6166,BDCQ.SEC1ACA,261976.0,F
6167,BDCQ.SEC1ACA,260012.0,F
6168,BDCQ.SEC1ACA,262109.0,F
6169,BDCQ.SEC1ACA,259095.0,F
6170,BDCQ.SEC1ACA,255831.0,F
6171,BDCQ.SEC1ADA,173195.0,F
6172,BDCQ.SEC1ADA,173365.0,F
6173,BDCQ.SEC1ADA,174245.0,F
6174,BDCQ.SEC1ADA,172169.0,F
6175,BDCQ.SEC1ADA,176163.0,F
6176,BDCQ.SEC1ADA,174791.0,F
6177,BDCQ.SEC1ADA,176659.0,F
6178,BDCQ.SEC1ADA,176208.0,F
6179,BDCQ.SEC1ADA,180358.0,F
6180,BDCQ.SEC1ADA,179410.0,F
6181,BDCQ.SEC1ADA,182578.0,F
6182,BDCQ.SEC1ADA,182867.0,F
6183,BDCQ.SEC1ADA,186218.0,F
6184,BDCQ.SEC1ADA,186259.0,F
6185,BDCQ.SEC1ADA,189076.0,F
6186,BDCQ.SEC1ADA,189428.0,F
6187,BDCQ.SEC1ADA,194216.0,F
6188,BDCQ.SEC1ADA,193309.0,F
6189,BDCQ.SEC1ADA,197047.0,F
6190,BDCQ.SEC1ADA,197703.0,F
6191,BDCQ.SEC1ADA,203210.0,F
6192,BDCQ.SEC1ADA,203211.0,F
6193,BDCQ.SEC1ADA,207467.0,F
6194,BDCQ.SEC1ADA,208718.0,F
6195,BDCQ.SEC1ADA,215460.0,F
6196,BDCQ.SEC1ADA,215710.0,F
6197,BDCQ.SEC1ADA,220060.0,F
6198,BDCQ.SEC1ADA,222154.0,F
6199,BDCQ.SEC1ADA,227521.0,F
6200,BDCQ.SEC1ADA,226576.0,F
6201,BDCQ.SEC1ADA,232248.0,F
6202,BDCQ.SEC1ADA,234824.0,F
6203,BDCQ.SEC1ADA,239344.0,F
6204,BDCQ.SEC1ADA,240483.0,F
6205,BDCQ.SEC1ADA,246415.0,F
6206,BDCQ.SEC1ADA,248289.0,F
6207,BDCQ.SEC1ADA,251496.0,F
6208,BDCQ.SEC1ADA,250647.0,R
6209,BDCQ.SEC1ADA,253640.0,R
6210,BDCQ.SEC1ADA,255075.0,R
6211,BDCQ.SEC1ADA,260121.0,R
6212,BDCQ.SEC1ADA,262040.0,R
6213,BDCQ.SEC1ADA,266811.0,R
6214,BDCQ.SEC1ADA,265584.0,R
