Series_reference,Data_value,STATUS
BDCQ.SEA1AA,80078.0,F
BDCQ.SEA1AA,78324.0,F
BDCQ.SEA1AA,85850.0,F
BDCQ.SEA1AA,90743.0,F
BDCQ.SEA1AA,81780.0,F
BDCQ.SEA1AA,79261.0,F
BDCQ.SEA1AA,87793.0,F
BDCQ.SEA1AA,91571.0,F
BDCQ.SEA1AA,81687.0,F
BDCQ.SEA1AA,81471.0,F
BDCQ.SEA1AA,93950.0,F
BDCQ.SEA1AA,97208.0,F
BDCQ.SEA1AA,85879.0,F
BDCQ.SEA1AA,84447.0,F
BDCQ.SEA1AA,95075.0,F
BDCQ.SEA1AA,98202.0,F
BDCQ.SEA1AA,87987.0,F
BDCQ.SEA1AA,84529.0,F
BDCQ.SEA1AA,96848.0,F
BDCQ.SEA1AA,99291.0,F
BDCQ.SEA1AA,88716.0,F
BDCQ.SEA1AA,85933.0,F
BDCQ.SEA1AA,96540.0,F
BDCQ.SEA1AA,98994.0,F
BDCQ.SEA1AA,90510.0,F
BDCQ.SEA1AA,87089.0,F
BDCQ.SEA1AA,98933.0,F
BDCQ.SEA1AA,101168.0,F
BDCQ.SEA1AA,90766.0,F
BDCQ.SEA1AA,86929.0,F
BDCQ.SEA1AA,100290.0,F
BDCQ.SEA1AA,102031.0,F
BDCQ.SEA1AA,90836.0,F
BDCQ.SEA1AA,88032.0,F
BDCQ.SEA1AA,100531.0,F
BDCQ.SEA1AA,100947.0,F
BDCQ.SEA1AA,93239.0,F
BDCQ.SEA1AA,93706.0,R
BDCQ.SEA1AA,103593.0,R
BDCQ.SEA1AA,102002.0,R
BDCQ.SEA1AA,93431.0,R
BDCQ.SEA1AA,92353.0,R
BDCQ.SEA1AA,102896.0,R
BDCQ.SEA1AA,101092.0,R
BDCQ.SEA1AA,94757.0,R
BDCQ.SEA1AA,91674.0,R
BDCQ.SEA1AA,99680.0,R
BDCQ.SEA1AA,98706.0,F
BDCQ.SEA1AA,92576.0,F
BDCQ.SEA1AA,90647.0,F
BDCQ.SEA1AA,100561.0,F
BDCQ.SEA1AA,100429.0,F
BDCQ.SEA1AA,92037.0,F
BDCQ.SEA1AS,83851.0,R
BDCQ.SEA1AS,84142.0,R
BDCQ.SEA1AS,82663.0,R
BDCQ.SEA1AS,84321.0,R
BDCQ.SEA1AS,85700.0,R
BDCQ.SEA1AS,85208.0,R
BDCQ.SEA1AS,84420.0,R
BDCQ.SEA1AS,85085.0,R
BDCQ.SEA1AS,85658.0,R
BDCQ.SEA1AS,87742.0,R
BDCQ.SEA1AS,90098.0,R
BDCQ.SEA1AS,90413.0,R
BDCQ.SEA1AS,90030.0,R
BDCQ.SEA1AS,91075.0,R
BDCQ.SEA1AS,91007.0,R
BDCQ.SEA1AS,91515.0,R
BDCQ.SEA1AS,92019.0,R
BDCQ.SEA1AS,91354.0,R
BDCQ.SEA1AS,92546.0,R
BDCQ.SEA1AS,92748.0,R
BDCQ.SEA1AS,92576.0,R
BDCQ.SEA1AS,92920.0,R
BDCQ.SEA1AS,92189.0,R
BDCQ.SEA1AS,92657.0,R
BDCQ.SEA1AS,94320.0,R
BDCQ.SEA1AS,94200.0,R
BDCQ.SEA1AS,94258.0,R
BDCQ.SEA1AS,94944.0,R
BDCQ.SEA1AS,94735.0,R
BDCQ.SEA1AS,93700.0,R
BDCQ.SEA1AS,95345.0,R
BDCQ.SEA1AS,96206.0,R
BDCQ.SEA1AS,94949.0,R
BDCQ.SEA1AS,94335.0,R
BDCQ.SEA1AS,95429.0,R
BDCQ.SEA1AS,95834.0,R
BDCQ.SEA1AS,97445.0,R
BDCQ.SEA1AS,99652.0,R
BDCQ.SEA1AS,98467.0,R
BDCQ.SEA1AS,97467.0,R
BDCQ.SEA1AS,97322.0,R
BDCQ.SEA1AS,97758.0,R
BDCQ.SEA1AS,98032.0,R
BDCQ.SEA1AS,96984.0,R
BDCQ.SEA1AS,98344.0,R
BDCQ.SEA1AS,96839.0,R
BDCQ.SEA1AS,95202.0,R
BDCQ.SEA1AS,94791.0,R
BDCQ.SEA1AS,95867.0,R
BDCQ.SEA1AS,95763.0,R
BDCQ.SEA1AS,96153.0,R
BDCQ.SEA1AS,96383.0,R
BDCQ.SEA1AS,95312.0,F
BDCQ.SEA1AT,83962.0,R
BDCQ.SEA1AT,83978.0,R
BDCQ.SEA1AT,83924.0,R
BDCQ.SEA1AT,84528.0,R
BDCQ.SEA1AT,85382.0,R
BDCQ.SEA1AT,85195.0,R
BDCQ.SEA1AT,84662.0,R
BDCQ.SEA1AT,84853.0,R
BDCQ.SEA1AT,85867.0,R
BDCQ.SEA1AT,87821.0,R
BDCQ.SEA1AT,89827.0,R
BDCQ.SEA1AT,90364.0,R
BDCQ.SEA1AT,90388.0,R
BDCQ.SEA1AT,90773.0,R
BDCQ.SEA1AT,91172.0,R
BDCQ.SEA1AT,91558.0,R
BDCQ.SEA1AT,91713.0,R
BDCQ.SEA1AT,91789.0,R
BDCQ.SEA1AT,92294.0,R
BDCQ.SEA1AT,92727.0,R
BDCQ.SEA1AT,92758.0,R
BDCQ.SEA1AT,92636.0,R
BDCQ.SEA1AT,92356.0,R
BDCQ.SEA1AT,92875.0,R
BDCQ.SEA1AT,93957.0,R
BDCQ.SEA1AT,94311.0,R
BDCQ.SEA1AT,94403.0,R
BDCQ.SEA1AT,94794.0,R
BDCQ.SEA1AT,94616.0,R
BDCQ.SEA1AT,94465.0,R
BDCQ.SEA1AT,95322.0,R
BDCQ.SEA1AT,95873.0,R
BDCQ.SEA1AT,95074.0,R
BDCQ.SEA1AT,94589.0,R
BDCQ.SEA1AT,95114.0,R
BDCQ.SEA1AT,96025.0,R
BDCQ.SEA1AT,97666.0,R
BDCQ.SEA1AT,99046.0,R
BDCQ.SEA1AT,98654.0,R
BDCQ.SEA1AT,97543.0,R
BDCQ.SEA1AT,97356.0,R
BDCQ.SEA1AT,97698.0,R
BDCQ.SEA1AT,98033.0,R
BDCQ.SEA1AT,98332.0,R
BDCQ.SEA1AT,98117.0,R
BDCQ.SEA1AT,96850.0,R
BDCQ.SEA1AT,95283.0,R
BDCQ.SEA1AT,95006.0,R
BDCQ.SEA1AT,95548.0,R
BDCQ.SEA1AT,95934.0,R
BDCQ.SEA1AT,96189.0,R
BDCQ.SEA1AT,96114.0,R
BDCQ.SEA1AT,95594.0,F
BDCQ.SEA1BA,5234.0,F
BDCQ.SEA1BA,5268.0,F
BDCQ.SEA1BA,5499.0,F
BDCQ.SEA1BA,5811.0,F
BDCQ.SEA1BA,5847.0,F
BDCQ.SEA1BA,5922.0,F
BDCQ.SEA1BA,5722.0,F
BDCQ.SEA1BA,5487.0,F
BDCQ.SEA1BA,5506.0,F
BDCQ.SEA1BA,5540.0,F
BDCQ.SEA1BA,5492.0,F
BDCQ.SEA1BA,6004.0,F
BDCQ.SEA1BA,5886.0,F
BDCQ.SEA1BA,5815.0,F
BDCQ.SEA1BA,5592.0,F
BDCQ.SEA1BA,5300.0,F
BDCQ.SEA1BA,5422.0,F
BDCQ.SEA1BA,5199.0,F
BDCQ.SEA1BA,5060.0,F
BDCQ.SEA1BA,5194.0,F
BDCQ.SEA1BA,5080.0,F
BDCQ.SEA1BA,5129.0,F
BDCQ.SEA1BA,5157.0,F
BDCQ.SEA1BA,5264.0,F
BDCQ.SEA1BA,5164.0,F
BDCQ.SEA1BA,5208.0,F
BDCQ.SEA1BA,5381.0,F
BDCQ.SEA1BA,5370.0,F
BDCQ.SEA1BA,5385.0,F
BDCQ.SEA1BA,5461.0,F
BDCQ.SEA1BA,5434.0,F
BDCQ.SEA1BA,5437.0,F
BDCQ.SEA1BA,5068.0,F
BDCQ.SEA1BA,5370.0,F
BDCQ.SEA1BA,5165.0,F
BDCQ.SEA1BA,5267.0,F
BDCQ.SEA1BA,5245.0,F
BDCQ.SEA1BA,5355.0,R
BDCQ.SEA1BA,5295.0,R
BDCQ.SEA1BA,5384.0,R
BDCQ.SEA1BA,5353.0,R
BDCQ.SEA1BA,5354.0,R
BDCQ.SEA1BA,5410.0,R
BDCQ.SEA1BA,5427.0,R
BDCQ.SEA1BA,5548.0,R
BDCQ.SEA1BA,5490.0,R
BDCQ.SEA1BA,5653.0,R
BDCQ.SEA1BA,5717.0,F
BDCQ.SEA1BA,5874.0,F
BDCQ.SEA1BA,5803.0,F
BDCQ.SEA1BA,5791.0,F
BDCQ.SEA1BA,5845.0,F
BDCQ.SEA1BA,5995.0,F
BDCQ.SEA1BS,5234.0,R
BDCQ.SEA1BS,5268.0,R
BDCQ.SEA1BS,5499.0,R
BDCQ.SEA1BS,5811.0,R
BDCQ.SEA1BS,5847.0,R
BDCQ.SEA1BS,5922.0,R
BDCQ.SEA1BS,5722.0,R
BDCQ.SEA1BS,5487.0,R
BDCQ.SEA1BS,5506.0,R
BDCQ.SEA1BS,5540.0,R
BDCQ.SEA1BS,5492.0,R
BDCQ.SEA1BS,6004.0,R
BDCQ.SEA1BS,5886.0,R
BDCQ.SEA1BS,5815.0,R
BDCQ.SEA1BS,5592.0,R
BDCQ.SEA1BS,5300.0,R
BDCQ.SEA1BS,5422.0,R
BDCQ.SEA1BS,5199.0,R
BDCQ.SEA1BS,5060.0,R
BDCQ.SEA1BS,5194.0,R
BDCQ.SEA1BS,5080.0,R
BDCQ.SEA1BS,5129.0,R
BDCQ.SEA1BS,5157.0,R
BDCQ.SEA1BS,5264.0,R
BDCQ.SEA1BS,5164.0,R
BDCQ.SEA1BS,5208.0,R
BDCQ.SEA1BS,5381.0,R
BDCQ.SEA1BS,5370.0,R
BDCQ.SEA1BS,5385.0,R
BDCQ.SEA1BS,5461.0,R
BDCQ.SEA1BS,5434.0,R
BDCQ.SEA1BS,5437.0,R
BDCQ.SEA1BS,5068.0,R
BDCQ.SEA1BS,5370.0,R
BDCQ.SEA1BS,5165.0,R
BDCQ.SEA1BS,5267.0,R
BDCQ.SEA1BS,5245.0,R
BDCQ.SEA1BS,5355.0,R
BDCQ.SEA1BS,5295.0,R
BDCQ.SEA1BS,5384.0,R
BDCQ.SEA1BS,5353.0,R
BDCQ.SEA1BS,5354.0,R
BDCQ.SEA1BS,5410.0,R
BDCQ.SEA1BS,5427.0,R
BDCQ.SEA1BS,5548.0,R
BDCQ.SEA1BS,5490.0,R
BDCQ.SEA1BS,5653.0,R
BDCQ.SEA1BS,5717.0,R
BDCQ.SEA1BS,5874.0,R
BDCQ.SEA1BS,5803.0,R
BDCQ.SEA1BS,5791.0,R
BDCQ.SEA1BS,5845.0,R
BDCQ.SEA1BS,5995.0,F
BDCQ.SEA1BT,5198.0,R
BDCQ.SEA1BT,5309.0,R
BDCQ.SEA1BT,5517.0,R
BDCQ.SEA1BT,5761.0,R
BDCQ.SEA1BT,5893.0,R
BDCQ.SEA1BT,5881.0,R
BDCQ.SEA1BT,5718.0,R
BDCQ.SEA1BT,5526.0,R
BDCQ.SEA1BT,5494.0,R
BDCQ.SEA1BT,5492.0,R
BDCQ.SEA1BT,5637.0,R
BDCQ.SEA1BT,5873.0,R
BDCQ.SEA1BT,5949.0,R
BDCQ.SEA1BT,5790.0,R
BDCQ.SEA1BT,5580.0,R
BDCQ.SEA1BT,5425.0,R
BDCQ.SEA1BT,5352.0,R
BDCQ.SEA1BT,5212.0,R
BDCQ.SEA1BT,5112.0,R
BDCQ.SEA1BT,5126.0,R
BDCQ.SEA1BT,5124.0,R
BDCQ.SEA1BT,5108.0,R
BDCQ.SEA1BT,5185.0,R
BDCQ.SEA1BT,5217.0,R
BDCQ.SEA1BT,5191.0,R
BDCQ.SEA1BT,5230.0,R
BDCQ.SEA1BT,5343.0,R
BDCQ.SEA1BT,5383.0,R
BDCQ.SEA1BT,5400.0,R
BDCQ.SEA1BT,5439.0,R
BDCQ.SEA1BT,5461.0,R
BDCQ.SEA1BT,5391.0,R
BDCQ.SEA1BT,5283.0,R
BDCQ.SEA1BT,5192.0,R
BDCQ.SEA1BT,5202.0,R
BDCQ.SEA1BT,5228.0,R
BDCQ.SEA1BT,5286.0,R
BDCQ.SEA1BT,5309.0,R
BDCQ.SEA1BT,5338.0,R
BDCQ.SEA1BT,5353.0,R
BDCQ.SEA1BT,5363.0,R
BDCQ.SEA1BT,5363.0,R
BDCQ.SEA1BT,5393.0,R
BDCQ.SEA1BT,5457.0,R
BDCQ.SEA1BT,5503.0,R
BDCQ.SEA1BT,5552.0,R
BDCQ.SEA1BT,5620.0,R
BDCQ.SEA1BT,5754.0,R
BDCQ.SEA1BT,5830.0,R
BDCQ.SEA1BT,5824.0,R
BDCQ.SEA1BT,5789.0,R
BDCQ.SEA1BT,5864.0,R
BDCQ.SEA1BT,5970.0,F
BDCQ.SEA1CA,206633.0,F
BDCQ.SEA1CA,200677.0,F
BDCQ.SEA1CA,204217.0,F
BDCQ.SEA1CA,208617.0,F
BDCQ.SEA1CA,206645.0,F
BDCQ.SEA1CA,199425.0,F
BDCQ.SEA1CA,203691.0,F
BDCQ.SEA1CA,208709.0,F
BDCQ.SEA1CA,205207.0,F
BDCQ.SEA1CA,201457.0,F
BDCQ.SEA1CA,207492.0,F
BDCQ.SEA1CA,211991.0,F
BDCQ.SEA1CA,210124.0,F
BDCQ.SEA1CA,205440.0,F
BDCQ.SEA1CA,207594.0,F
BDCQ.SEA1CA,214158.0,F
BDCQ.SEA1CA,212246.0,F
BDCQ.SEA1CA,207462.0,F
BDCQ.SEA1CA,211402.0,F
BDCQ.SEA1CA,216597.0,F
BDCQ.SEA1CA,214710.0,F
BDCQ.SEA1CA,209854.0,F
BDCQ.SEA1CA,215317.0,F
BDCQ.SEA1CA,219090.0,F
BDCQ.SEA1CA,219130.0,F
BDCQ.SEA1CA,213648.0,F
BDCQ.SEA1CA,220066.0,F
BDCQ.SEA1CA,225445.0,F
BDCQ.SEA1CA,224308.0,F
BDCQ.SEA1CA,218059.0,F
BDCQ.SEA1CA,223667.0,F
BDCQ.SEA1CA,227931.0,F
BDCQ.SEA1CA,225492.0,F
BDCQ.SEA1CA,219991.0,F
BDCQ.SEA1CA,227095.0,F
BDCQ.SEA1CA,228672.0,F
BDCQ.SEA1CA,224825.0,F
BDCQ.SEA1CA,218967.0,R
BDCQ.SEA1CA,222691.0,R
BDCQ.SEA1CA,223355.0,R
BDCQ.SEA1CA,224296.0,R
BDCQ.SEA1CA,221282.0,R
BDCQ.SEA1CA,226109.0,R
BDCQ.SEA1CA,228608.0,R
BDCQ.SEA1CA,226870.0,R
BDCQ.SEA1CA,224994.0,R
BDCQ.SEA1CA,229708.0,R
BDCQ.SEA1CA,232496.0,F
BDCQ.SEA1CA,232854.0,F
BDCQ.SEA1CA,228332.0,F
BDCQ.SEA1CA,230027.0,F
BDCQ.SEA1CA,230122.0,F
BDCQ.SEA1CA,228544.0,F
BDCQ.SEA1CS,205546.0,R
BDCQ.SEA1CS,205226.0,R
BDCQ.SEA1CS,204628.0,R
BDCQ.SEA1CS,204756.0,R
BDCQ.SEA1CS,205574.0,R
BDCQ.SEA1CS,203885.0,R
BDCQ.SEA1CS,204141.0,R
BDCQ.SEA1CS,204864.0,R
BDCQ.SEA1CS,204151.0,R
BDCQ.SEA1CS,205897.0,R
BDCQ.SEA1CS,207953.0,R
BDCQ.SEA1CS,208158.0,R
BDCQ.SEA1CS,209034.0,R
BDCQ.SEA1CS,209916.0,R
BDCQ.SEA1CS,208006.0,R
BDCQ.SEA1CS,210421.0,R
BDCQ.SEA1CS,211082.0,R
BDCQ.SEA1CS,211979.0,R
BDCQ.SEA1CS,211741.0,R
BDCQ.SEA1CS,212943.0,R
BDCQ.SEA1CS,213484.0,R
BDCQ.SEA1CS,214480.0,R
BDCQ.SEA1CS,215489.0,R
BDCQ.SEA1CS,215538.0,R
BDCQ.SEA1CS,217882.0,R
BDCQ.SEA1CS,218407.0,R
BDCQ.SEA1CS,219977.0,R
BDCQ.SEA1CS,222003.0,R
BDCQ.SEA1CS,223108.0,R
BDCQ.SEA1CS,222857.0,R
BDCQ.SEA1CS,223292.0,R
BDCQ.SEA1CS,224712.0,R
BDCQ.SEA1CS,224474.0,R
BDCQ.SEA1CS,224541.0,R
BDCQ.SEA1CS,226535.0,R
BDCQ.SEA1CS,225771.0,R
BDCQ.SEA1CS,223978.0,R
BDCQ.SEA1CS,223080.0,R
BDCQ.SEA1CS,222076.0,R
BDCQ.SEA1CS,220842.0,R
BDCQ.SEA1CS,223602.0,R
BDCQ.SEA1CS,224955.0,R
BDCQ.SEA1CS,225502.0,R
BDCQ.SEA1CS,226405.0,R
BDCQ.SEA1CS,226169.0,R
BDCQ.SEA1CS,228340.0,R
BDCQ.SEA1CS,229186.0,R
BDCQ.SEA1CS,230489.0,R
BDCQ.SEA1CS,232121.0,R
BDCQ.SEA1CS,231456.0,R
BDCQ.SEA1CS,229612.0,R
BDCQ.SEA1CS,228264.0,R
BDCQ.SEA1CS,227770.0,F
BDCQ.SEA1CT,205597.0,R
BDCQ.SEA1CT,205138.0,R
BDCQ.SEA1CT,204706.0,R
BDCQ.SEA1CT,204980.0,R
BDCQ.SEA1CT,205002.0,R
BDCQ.SEA1CT,204320.0,R
BDCQ.SEA1CT,204177.0,R
BDCQ.SEA1CT,204437.0,R
BDCQ.SEA1CT,204595.0,R
BDCQ.SEA1CT,205898.0,R
BDCQ.SEA1CT,207609.0,R
BDCQ.SEA1CT,208392.0,R
BDCQ.SEA1CT,209098.0,R
BDCQ.SEA1CT,209557.0,R
BDCQ.SEA1CT,209678.0,R
BDCQ.SEA1CT,210198.0,R
BDCQ.SEA1CT,211236.0,R
BDCQ.SEA1CT,211689.0,R
BDCQ.SEA1CT,212085.0,R
BDCQ.SEA1CT,212707.0,R
BDCQ.SEA1CT,213598.0,R
BDCQ.SEA1CT,214519.0,R
BDCQ.SEA1CT,215178.0,R
BDCQ.SEA1CT,216079.0,R
BDCQ.SEA1CT,217370.0,R
BDCQ.SEA1CT,218660.0,R
BDCQ.SEA1CT,220035.0,R
BDCQ.SEA1CT,221934.0,R
BDCQ.SEA1CT,222926.0,R
BDCQ.SEA1CT,222985.0,R
BDCQ.SEA1CT,223508.0,R
BDCQ.SEA1CT,224374.0,R
BDCQ.SEA1CT,224499.0,R
BDCQ.SEA1CT,225004.0,R
BDCQ.SEA1CT,226064.0,R
BDCQ.SEA1CT,225757.0,R
BDCQ.SEA1CT,224193.0,R
BDCQ.SEA1CT,222986.0,R
BDCQ.SEA1CT,221876.0,R
BDCQ.SEA1CT,221776.0,R
BDCQ.SEA1CT,223281.0,R
BDCQ.SEA1CT,224884.0,R
BDCQ.SEA1CT,225697.0,R
BDCQ.SEA1CT,226036.0,R
BDCQ.SEA1CT,226706.0,R
BDCQ.SEA1CT,227936.0,R
BDCQ.SEA1CT,229326.0,R
BDCQ.SEA1CT,230672.0,R
BDCQ.SEA1CT,231846.0,R
BDCQ.SEA1CT,231415.0,R
BDCQ.SEA1CT,229709.0,R
BDCQ.SEA1CT,228328.0,R
BDCQ.SEA1CT,227737.0,F
BDCQ.SEA1DA,14486.0,F
BDCQ.SEA1DA,14796.0,F
BDCQ.SEA1DA,15026.0,F
BDCQ.SEA1DA,15065.0,F
BDCQ.SEA1DA,15046.0,F
BDCQ.SEA1DA,15188.0,F
BDCQ.SEA1DA,15269.0,F
BDCQ.SEA1DA,15844.0,F
BDCQ.SEA1DA,15895.0,F
BDCQ.SEA1DA,15773.0,F
BDCQ.SEA1DA,16010.0,F
BDCQ.SEA1DA,15570.0,F
BDCQ.SEA1DA,15347.0,F
BDCQ.SEA1DA,15515.0,F
BDCQ.SEA1DA,15830.0,F
BDCQ.SEA1DA,16017.0,F
BDCQ.SEA1DA,15972.0,F
BDCQ.SEA1DA,15962.0,F
BDCQ.SEA1DA,16143.0,F
BDCQ.SEA1DA,16372.0,F
BDCQ.SEA1DA,16416.0,F
BDCQ.SEA1DA,16533.0,F
BDCQ.SEA1DA,16245.0,F
BDCQ.SEA1DA,17207.0,F
BDCQ.SEA1DA,17243.0,F
BDCQ.SEA1DA,17678.0,F
BDCQ.SEA1DA,18145.0,F
BDCQ.SEA1DA,18505.0,F
BDCQ.SEA1DA,18511.0,F
BDCQ.SEA1DA,18512.0,F
BDCQ.SEA1DA,18812.0,F
BDCQ.SEA1DA,18937.0,F
BDCQ.SEA1DA,19046.0,F
BDCQ.SEA1DA,19316.0,F
BDCQ.SEA1DA,19634.0,F
BDCQ.SEA1DA,19770.0,F
BDCQ.SEA1DA,19791.0,F
BDCQ.SEA1DA,20060.0,R
BDCQ.SEA1DA,20282.0,R
BDCQ.SEA1DA,20618.0,R
BDCQ.SEA1DA,20644.0,R
BDCQ.SEA1DA,20738.0,R
BDCQ.SEA1DA,21113.0,R
BDCQ.SEA1DA,21386.0,R
BDCQ.SEA1DA,22052.0,R
BDCQ.SEA1DA,21892.0,R
BDCQ.SEA1DA,22208.0,R
BDCQ.SEA1DA,22680.0,F
BDCQ.SEA1DA,22361.0,F
BDCQ.SEA1DA,22599.0,F
BDCQ.SEA1DA,23256.0,F
BDCQ.SEA1DA,23426.0,F
BDCQ.SEA1DA,23592.0,F
BDCQ.SEA1DS,14486.0,R
BDCQ.SEA1DS,14796.0,R
BDCQ.SEA1DS,15026.0,R
BDCQ.SEA1DS,15065.0,R
BDCQ.SEA1DS,15046.0,R
BDCQ.SEA1DS,15188.0,R
BDCQ.SEA1DS,15269.0,R
BDCQ.SEA1DS,15844.0,R
BDCQ.SEA1DS,15895.0,R
BDCQ.SEA1DS,15773.0,R
BDCQ.SEA1DS,16010.0,R
BDCQ.SEA1DS,15570.0,R
BDCQ.SEA1DS,15347.0,R
BDCQ.SEA1DS,15515.0,R
BDCQ.SEA1DS,15830.0,R
BDCQ.SEA1DS,16017.0,R
BDCQ.SEA1DS,15972.0,R
BDCQ.SEA1DS,15962.0,R
BDCQ.SEA1DS,16143.0,R
BDCQ.SEA1DS,16372.0,R
BDCQ.SEA1DS,16416.0,R
BDCQ.SEA1DS,16533.0,R
BDCQ.SEA1DS,16245.0,R
BDCQ.SEA1DS,17207.0,R
BDCQ.SEA1DS,17243.0,R
BDCQ.SEA1DS,17678.0,R
BDCQ.SEA1DS,18145.0,R
BDCQ.SEA1DS,18505.0,R
BDCQ.SEA1DS,18511.0,R
BDCQ.SEA1DS,18512.0,R
BDCQ.SEA1DS,18812.0,R
BDCQ.SEA1DS,18937.0,R
BDCQ.SEA1DS,19046.0,R
BDCQ.SEA1DS,19316.0,R
BDCQ.SEA1DS,19634.0,R
BDCQ.SEA1DS,19770.0,R
BDCQ.SEA1DS,19791.0,R
BDCQ.SEA1DS,20060.0,R
BDCQ.SEA1DS,20282.0,R
BDCQ.SEA1DS,20618.0,R
BDCQ.SEA1DS,20644.0,R
BDCQ.SEA1DS,20738.0,R
BDCQ.SEA1DS,21113.0,R
BDCQ.SEA1DS,21386.0,R
BDCQ.SEA1DS,22052.0,R
BDCQ.SEA1DS,21892.0,R
BDCQ.SEA1DS,22208.0,R
BDCQ.SEA1DS,22680.0,R
BDCQ.SEA1DS,22361.0,R
BDCQ.SEA1DS,22599.0,R
BDCQ.SEA1DS,23256.0,R
BDCQ.SEA1DS,23426.0,R
BDCQ.SEA1DS,23592.0,F
BDCQ.SEA1DT,14501.0,R
BDCQ.SEA1DT,14785.0,R
BDCQ.SEA1DT,15008.0,R
BDCQ.SEA1DT,15059.0,R
BDCQ.SEA1DT,15077.0,R
BDCQ.SEA1DT,15136.0,R
BDCQ.SEA1DT,15395.0,R
BDCQ.SEA1DT,15749.0,R
BDCQ.SEA1DT,15895.0,R
BDCQ.SEA1DT,15827.0,R
BDCQ.SEA1DT,15752.0,R
BDCQ.SEA1DT,15562.0,R
BDCQ.SEA1DT,15393.0,R
BDCQ.SEA1DT,15517.0,R
BDCQ.SEA1DT,15817.0,R
BDCQ.SEA1DT,15990.0,R
BDCQ.SEA1DT,15980.0,R
BDCQ.SEA1DT,15984.0,R
BDCQ.SEA1DT,16150.0,R
BDCQ.SEA1DT,16336.0,R
BDCQ.SEA1DT,16442.0,R
BDCQ.SEA1DT,16508.0,R
BDCQ.SEA1DT,16658.0,R
BDCQ.SEA1DT,16909.0,R
BDCQ.SEA1DT,17259.0,R
BDCQ.SEA1DT,17681.0,R
BDCQ.SEA1DT,18153.0,R
BDCQ.SEA1DT,18461.0,R
BDCQ.SEA1DT,18514.0,R
BDCQ.SEA1DT,18569.0,R
BDCQ.SEA1DT,18765.0,R
BDCQ.SEA1DT,18936.0,R
BDCQ.SEA1DT,19067.0,R
BDCQ.SEA1DT,19325.0,R
BDCQ.SEA1DT,19612.0,R
BDCQ.SEA1DT,19748.0,R
BDCQ.SEA1DT,19839.0,R
BDCQ.SEA1DT,20027.0,R
BDCQ.SEA1DT,20325.0,R
BDCQ.SEA1DT,20559.0,R
BDCQ.SEA1DT,20656.0,R
BDCQ.SEA1DT,20781.0,R
BDCQ.SEA1DT,21074.0,R
BDCQ.SEA1DT,21433.0,R
BDCQ.SEA1DT,21706.0,R
BDCQ.SEA1DT,21929.0,R
BDCQ.SEA1DT,22254.0,R
BDCQ.SEA1DT,22469.0,R
BDCQ.SEA1DT,22448.0,R
BDCQ.SEA1DT,22661.0,R
BDCQ.SEA1DT,23154.0,R
BDCQ.SEA1DT,23462.0,R
BDCQ.SEA1DT,23580.0,F
BDCQ.SEA1EA,100016.0,F
BDCQ.SEA1EA,100783.0,F
BDCQ.SEA1EA,102394.0,F
BDCQ.SEA1EA,103061.0,F
BDCQ.SEA1EA,104955.0,F
BDCQ.SEA1EA,105360.0,F
BDCQ.SEA1EA,108315.0,F
BDCQ.SEA1EA,108983.0,F
BDCQ.SEA1EA,112850.0,F
BDCQ.SEA1EA,111615.0,F
BDCQ.SEA1EA,115478.0,F
BDCQ.SEA1EA,117532.0,F
BDCQ.SEA1EA,119951.0,F
BDCQ.SEA1EA,120120.0,F
BDCQ.SEA1EA,123363.0,F
BDCQ.SEA1EA,125058.0,F
BDCQ.SEA1EA,125669.0,F
BDCQ.SEA1EA,125497.0,F
BDCQ.SEA1EA,128006.0,F
BDCQ.SEA1EA,129884.0,F
BDCQ.SEA1EA,132499.0,F
BDCQ.SEA1EA,133534.0,F
BDCQ.SEA1EA,137679.0,F
BDCQ.SEA1EA,140434.0,F
BDCQ.SEA1EA,143677.0,F
BDCQ.SEA1EA,144629.0,F
BDCQ.SEA1EA,148802.0,F
BDCQ.SEA1EA,150345.0,F
BDCQ.SEA1EA,151978.0,F
BDCQ.SEA1EA,150157.0,F
BDCQ.SEA1EA,155400.0,F
BDCQ.SEA1EA,157823.0,F
BDCQ.SEA1EA,159688.0,F
BDCQ.SEA1EA,159037.0,F
BDCQ.SEA1EA,162608.0,F
BDCQ.SEA1EA,163166.0,F
BDCQ.SEA1EA,166358.0,F
BDCQ.SEA1EA,168095.0,R
BDCQ.SEA1EA,169062.0,R
BDCQ.SEA1EA,172023.0,R
BDCQ.SEA1EA,177192.0,R
BDCQ.SEA1EA,177870.0,R
BDCQ.SEA1EA,183537.0,R
BDCQ.SEA1EA,184396.0,R
BDCQ.SEA1EA,186312.0,R
BDCQ.SEA1EA,184672.0,R
BDCQ.SEA1EA,187607.0,R
BDCQ.SEA1EA,188172.0,F
BDCQ.SEA1EA,192474.0,F
BDCQ.SEA1EA,190352.0,F
BDCQ.SEA1EA,192340.0,F
BDCQ.SEA1EA,190610.0,F
BDCQ.SEA1EA,189386.0,F
BDCQ.SEA1ES,99656.0,R
BDCQ.SEA1ES,101651.0,R
BDCQ.SEA1ES,102083.0,R
BDCQ.SEA1ES,102864.0,R
BDCQ.SEA1ES,104583.0,R
BDCQ.SEA1ES,106265.0,R
BDCQ.SEA1ES,108001.0,R
BDCQ.SEA1ES,108754.0,R
BDCQ.SEA1ES,112439.0,R
BDCQ.SEA1ES,112603.0,R
